W0119 19:00:42.120903  2362 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W0119 19:00:42.126507  2362 device_context.cc:465] device: 0, cuDNN Version: 7.6.
loading weight from ./resnet18-f37072fd.h5
loading weight from ./resnet18-f37072fd.h5
Training model named:
   mono+stereo_model
Models and tensorboard events files are saved to:
   /root/paddlejob/workspace/output/
/opt/_internal/cpython-3.7.0/lib/python3.7/site-packages/h5py/__init__.py:36: DeprecationWarning: `np.typeDict` is a deprecated alias for `np.sctypeDict`.
  from ._conv import register_converters as _register_converters
/opt/_internal/cpython-3.7.0/lib/python3.7/site-packages/paddle/nn/layer/conv.py:77: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  } and not isinstance(padding, np.int):
Using split:
   eigen_zhou
There are 39810 training items and 4424 validation items

Training
epoch   0 | batch    100 | examples/s:  13.3 | loss: 0.13573 | time elapsed: 00h01m30s | time left: 16h46m08s
epoch  12 | batch   3200 | examples/s:  14.5 | loss: 0.07366 | time elapsed: 10h15m47s | time left: 05h34m10s
epoch  12 | batch   3300 | examples/s:  14.6 | loss: 0.07364 | time elapsed: 10h17m10s | time left: 05h32m43s
Validating
In epoch 12, the validation loss is 0.07394303380430717.
Training
epoch  13 | batch    100 | examples/s:  13.6 | loss: 0.07308 | time elapsed: 10h20m42s | time left: 05h32m02s
epoch  13 | batch    200 | examples/s:  14.5 | loss: 0.07268 | time elapsed: 10h22m05s | time left: 05h30m34s
epoch  13 | batch    300 | examples/s:  14.5 | loss: 0.07331 | time elapsed: 10h23m28s | time left: 05h29m06s
epoch  13 | batch    400 | examples/s:  14.5 | loss: 0.07316 | time elapsed: 10h24m50s | time left: 05h27m38s
epoch  13 | batch    500 | examples/s:  14.5 | loss: 0.07302 | time elapsed: 10h26m13s | time left: 05h26m10s
epoch  13 | batch    600 | examples/s:  14.5 | loss: 0.07323 | time elapsed: 10h27m36s | time left: 05h24m42s
epoch  13 | batch    700 | examples/s:  14.5 | loss: 0.07312 | time elapsed: 10h28m59s | time left: 05h23m15s
epoch  13 | batch    800 | examples/s:  14.6 | loss: 0.07310 | time elapsed: 10h30m21s | time left: 05h21m46s
epoch  13 | batch    900 | examples/s:  14.5 | loss: 0.07318 | time elapsed: 10h31m44s | time left: 05h20m19s
epoch  13 | batch   1000 | examples/s:  14.5 | loss: 0.07316 | time elapsed: 10h33m06s | time left: 05h18m51s
epoch  13 | batch   1100 | examples/s:  14.5 | loss: 0.07316 | time elapsed: 10h34m29s | time left: 05h17m23s
epoch  13 | batch   1200 | examples/s:  14.5 | loss: 0.07324 | time elapsed: 10h35m52s | time left: 05h15m55s
epoch  13 | batch   1300 | examples/s:  14.5 | loss: 0.07319 | time elapsed: 10h37m14s | time left: 05h14m27s
epoch  13 | batch   1400 | examples/s:  14.5 | loss: 0.07316 | time elapsed: 10h38m37s | time left: 05h13m00s
epoch  13 | batch   1500 | examples/s:  14.5 | loss: 0.07313 | time elapsed: 10h40m00s | time left: 05h11m32s
epoch  13 | batch   1600 | examples/s:  14.5 | loss: 0.07312 | time elapsed: 10h41m23s | time left: 05h10m04s
epoch  13 | batch   1700 | examples/s:  14.5 | loss: 0.07311 | time elapsed: 10h42m45s | time left: 05h08m37s
epoch  13 | batch   1800 | examples/s:  14.5 | loss: 0.07311 | time elapsed: 10h44m08s | time left: 05h07m09s
epoch  13 | batch   1900 | examples/s:  14.5 | loss: 0.07314 | time elapsed: 10h45m31s | time left: 05h05m41s
epoch  13 | batch   2000 | examples/s:  14.5 | loss: 0.07311 | time elapsed: 10h46m54s | time left: 05h04m14s
epoch  13 | batch   2100 | examples/s:  14.5 | loss: 0.07310 | time elapsed: 10h48m17s | time left: 05h02m46s
epoch  13 | batch   2200 | examples/s:  14.5 | loss: 0.07309 | time elapsed: 10h49m40s | time left: 05h01m19s
epoch  13 | batch   2300 | examples/s:  14.5 | loss: 0.07310 | time elapsed: 10h51m03s | time left: 04h59m52s
epoch  13 | batch   2400 | examples/s:  14.5 | loss: 0.07313 | time elapsed: 10h52m26s | time left: 04h58m24s
epoch  13 | batch   2500 | examples/s:  14.5 | loss: 0.07313 | time elapsed: 10h53m49s | time left: 04h56m57s
epoch  13 | batch   2600 | examples/s:  14.5 | loss: 0.07320 | time elapsed: 10h55m12s | time left: 04h55m29s
epoch  13 | batch   2700 | examples/s:  14.5 | loss: 0.07315 | time elapsed: 10h56m35s | time left: 04h54m02s
epoch  13 | batch   2800 | examples/s:  14.5 | loss: 0.07319 | time elapsed: 10h57m58s | time left: 04h52m35s
epoch  13 | batch   2900 | examples/s:  14.4 | loss: 0.07320 | time elapsed: 10h59m21s | time left: 04h51m08s
epoch  13 | batch   3000 | examples/s:  14.5 | loss: 0.07320 | time elapsed: 11h00m44s | time left: 04h49m40s
epoch  13 | batch   3100 | examples/s:  14.5 | loss: 0.07323 | time elapsed: 11h02m07s | time left: 04h48m13s
epoch  13 | batch   3200 | examples/s:  14.5 | loss: 0.07325 | time elapsed: 11h03m29s | time left: 04h46m46s
epoch  13 | batch   3300 | examples/s:  14.5 | loss: 0.07320 | time elapsed: 11h04m52s | time left: 04h45m18s
Validating
In epoch 13, the validation loss is 0.0733927833624994.
Training
epoch  14 | batch    100 | examples/s:  13.7 | loss: 0.07266 | time elapsed: 11h08m25s | time left: 04h44m26s
epoch  14 | batch    200 | examples/s:  14.5 | loss: 0.07128 | time elapsed: 11h09m48s | time left: 04h42m58s
epoch  14 | batch    300 | examples/s:  14.5 | loss: 0.07083 | time elapsed: 11h11m11s | time left: 04h41m31s
epoch  14 | batch    400 | examples/s:  14.5 | loss: 0.07086 | time elapsed: 11h12m33s | time left: 04h40m03s
epoch  14 | batch    500 | examples/s:  14.5 | loss: 0.07084 | time elapsed: 11h13m56s | time left: 04h38m35s
epoch  14 | batch    600 | examples/s:  14.5 | loss: 0.07081 | time elapsed: 11h15m18s | time left: 04h37m08s
epoch  14 | batch    700 | examples/s:  14.5 | loss: 0.07078 | time elapsed: 11h16m41s | time left: 04h35m40s
epoch  14 | batch    800 | examples/s:  14.5 | loss: 0.07075 | time elapsed: 11h18m04s | time left: 04h34m13s
epoch  14 | batch    900 | examples/s:  14.5 | loss: 0.07060 | time elapsed: 11h19m26s | time left: 04h32m45s
epoch  14 | batch   1000 | examples/s:  14.5 | loss: 0.07060 | time elapsed: 11h20m49s | time left: 04h31m17s
epoch  14 | batch   1100 | examples/s:  14.5 | loss: 0.07059 | time elapsed: 11h22m12s | time left: 04h29m50s
epoch  14 | batch   1200 | examples/s:  14.5 | loss: 0.07050 | time elapsed: 11h23m34s | time left: 04h28m22s
epoch  14 | batch   1300 | examples/s:  14.5 | loss: 0.07047 | time elapsed: 11h24m57s | time left: 04h26m55s
epoch  14 | batch   1400 | examples/s:  14.5 | loss: 0.07043 | time elapsed: 11h26m20s | time left: 04h25m28s
epoch  14 | batch   1500 | examples/s:  14.4 | loss: 0.07044 | time elapsed: 11h27m43s | time left: 04h24m01s
epoch  14 | batch   1600 | examples/s:  14.4 | loss: 0.07033 | time elapsed: 11h29m06s | time left: 04h22m33s
epoch  14 | batch   1700 | examples/s:  14.5 | loss: 0.07034 | time elapsed: 11h30m29s | time left: 04h21m06s
epoch  14 | batch   1800 | examples/s:  14.6 | loss: 0.07030 | time elapsed: 11h31m51s | time left: 04h19m38s
epoch  14 | batch   1900 | examples/s:  14.6 | loss: 0.07032 | time elapsed: 11h33m13s | time left: 04h18m11s
epoch  14 | batch   2000 | examples/s:  14.6 | loss: 0.07026 | time elapsed: 11h34m35s | time left: 04h16m43s
epoch  14 | batch   2100 | examples/s:  14.6 | loss: 0.07024 | time elapsed: 11h35m58s | time left: 04h15m16s
epoch  14 | batch   2200 | examples/s:  14.6 | loss: 0.07026 | time elapsed: 11h37m20s | time left: 04h13m49s
epoch  14 | batch   2300 | examples/s:  14.6 | loss: 0.07028 | time elapsed: 11h38m42s | time left: 04h12m21s
epoch  14 | batch   2400 | examples/s:  14.6 | loss: 0.07022 | time elapsed: 11h40m04s | time left: 04h10m54s
epoch  14 | batch   2500 | examples/s:  14.6 | loss: 0.07020 | time elapsed: 11h41m27s | time left: 04h09m27s
epoch  14 | batch   2600 | examples/s:  14.5 | loss: 0.07019 | time elapsed: 11h42m49s | time left: 04h07m59s
epoch  14 | batch   2700 | examples/s:  14.4 | loss: 0.07017 | time elapsed: 11h44m12s | time left: 04h06m32s
epoch  14 | batch   2800 | examples/s:  14.4 | loss: 0.07016 | time elapsed: 11h45m36s | time left: 04h05m05s
epoch  14 | batch   2900 | examples/s:  14.4 | loss: 0.07016 | time elapsed: 11h46m59s | time left: 04h03m38s
epoch  14 | batch   3000 | examples/s:  14.4 | loss: 0.07019 | time elapsed: 11h48m22s | time left: 04h02m12s
epoch  14 | batch   3100 | examples/s:  14.4 | loss: 0.07017 | time elapsed: 11h49m46s | time left: 04h00m45s
epoch  14 | batch   3200 | examples/s:  14.4 | loss: 0.07017 | time elapsed: 11h51m09s | time left: 03h59m18s
epoch  14 | batch   3300 | examples/s:  14.4 | loss: 0.07015 | time elapsed: 11h52m32s | time left: 03h57m51s
Validating
In epoch 14, the validation loss is 0.07046312613048307.
Training
epoch  15 | batch    100 | examples/s:  13.6 | loss: 0.06924 | time elapsed: 11h56m01s | time left: 03h56m46s
epoch  15 | batch    200 | examples/s:  14.5 | loss: 0.06926 | time elapsed: 11h57m24s | time left: 03h55m19s
epoch  15 | batch    300 | examples/s:  14.5 | loss: 0.06923 | time elapsed: 11h58m47s | time left: 03h53m52s
epoch  15 | batch    400 | examples/s:  14.5 | loss: 0.06922 | time elapsed: 12h00m10s | time left: 03h52m25s
epoch  15 | batch    500 | examples/s:  14.5 | loss: 0.06922 | time elapsed: 12h01m33s | time left: 03h50m57s
epoch  15 | batch    600 | examples/s:  14.5 | loss: 0.06931 | time elapsed: 12h02m56s | time left: 03h49m30s
epoch  15 | batch    700 | examples/s:  14.5 | loss: 0.06932 | time elapsed: 12h04m18s | time left: 03h48m03s
epoch  15 | batch    800 | examples/s:  14.5 | loss: 0.06937 | time elapsed: 12h05m41s | time left: 03h46m36s
epoch  15 | batch    900 | examples/s:  14.5 | loss: 0.06948 | time elapsed: 12h07m04s | time left: 03h45m09s
epoch  15 | batch   1000 | examples/s:  14.5 | loss: 0.06947 | time elapsed: 12h08m26s | time left: 03h43m41s
epoch  15 | batch   1100 | examples/s:  14.5 | loss: 0.06951 | time elapsed: 12h09m49s | time left: 03h42m14s
epoch  15 | batch   1200 | examples/s:  14.6 | loss: 0.06956 | time elapsed: 12h11m11s | time left: 03h40m47s
epoch  15 | batch   1300 | examples/s:  14.6 | loss: 0.06957 | time elapsed: 12h12m33s | time left: 03h39m20s
epoch  15 | batch   1400 | examples/s:  14.6 | loss: 0.06957 | time elapsed: 12h13m56s | time left: 03h37m52s
epoch  15 | batch   1500 | examples/s:  14.6 | loss: 0.06951 | time elapsed: 12h15m18s | time left: 03h36m25s
epoch  15 | batch   1600 | examples/s:  14.6 | loss: 0.06944 | time elapsed: 12h16m40s | time left: 03h34m58s
epoch  15 | batch   1700 | examples/s:  14.6 | loss: 0.06944 | time elapsed: 12h18m02s | time left: 03h33m31s
epoch  15 | batch   1800 | examples/s:  14.6 | loss: 0.06944 | time elapsed: 12h19m24s | time left: 03h32m04s
epoch  15 | batch   1900 | examples/s:  14.5 | loss: 0.06943 | time elapsed: 12h20m47s | time left: 03h30m37s
epoch  15 | batch   2000 | examples/s:  14.4 | loss: 0.06947 | time elapsed: 12h22m10s | time left: 03h29m10s
epoch  15 | batch   2100 | examples/s:  14.4 | loss: 0.06938 | time elapsed: 12h23m33s | time left: 03h27m43s
epoch  15 | batch   2200 | examples/s:  14.4 | loss: 0.06940 | time elapsed: 12h24m57s | time left: 03h26m16s
epoch  15 | batch   2300 | examples/s:  14.4 | loss: 0.06943 | time elapsed: 12h26m20s | time left: 03h24m49s
epoch  15 | batch   2400 | examples/s:  14.6 | loss: 0.06942 | time elapsed: 12h27m42s | time left: 03h23m22s
epoch  15 | batch   2500 | examples/s:  14.5 | loss: 0.06943 | time elapsed: 12h29m05s | time left: 03h21m55s
epoch  15 | batch   2600 | examples/s:  14.5 | loss: 0.06944 | time elapsed: 12h30m27s | time left: 03h20m28s
epoch  15 | batch   2700 | examples/s:  14.5 | loss: 0.06945 | time elapsed: 12h31m50s | time left: 03h19m01s
epoch  15 | batch   2800 | examples/s:  14.5 | loss: 0.06943 | time elapsed: 12h33m12s | time left: 03h17m35s
epoch  15 | batch   2900 | examples/s:  14.5 | loss: 0.06941 | time elapsed: 12h34m35s | time left: 03h16m08s
epoch  15 | batch   3000 | examples/s:  14.5 | loss: 0.06941 | time elapsed: 12h35m58s | time left: 03h14m41s
epoch  15 | batch   3100 | examples/s:  14.5 | loss: 0.06941 | time elapsed: 12h37m21s | time left: 03h13m14s
epoch  15 | batch   3200 | examples/s:  14.5 | loss: 0.06941 | time elapsed: 12h38m43s | time left: 03h11m47s
epoch  15 | batch   3300 | examples/s:  14.5 | loss: 0.06942 | time elapsed: 12h40m06s | time left: 03h10m20s
Validating
In epoch 15, the validation loss is 0.07007127158019853.
Training
epoch  16 | batch    100 | examples/s:  13.6 | loss: 0.06862 | time elapsed: 12h43m38s | time left: 03h09m08s
epoch  16 | batch    200 | examples/s:  14.5 | loss: 0.06827 | time elapsed: 12h45m01s | time left: 03h07m41s
epoch  16 | batch    300 | examples/s:  14.5 | loss: 0.06900 | time elapsed: 12h46m24s | time left: 03h06m14s
epoch  16 | batch    400 | examples/s:  14.5 | loss: 0.06909 | time elapsed: 12h47m46s | time left: 03h04m46s
epoch  16 | batch    500 | examples/s:  14.5 | loss: 0.06920 | time elapsed: 12h49m09s | time left: 03h03m20s
epoch  16 | batch    600 | examples/s:  14.5 | loss: 0.06927 | time elapsed: 12h50m32s | time left: 03h01m53s
epoch  16 | batch    700 | examples/s:  14.5 | loss: 0.06935 | time elapsed: 12h51m54s | time left: 03h00m26s
epoch  16 | batch    800 | examples/s:  14.5 | loss: 0.06926 | time elapsed: 12h53m17s | time left: 02h58m59s
epoch  16 | batch    900 | examples/s:  14.5 | loss: 0.06927 | time elapsed: 12h54m39s | time left: 02h57m32s
epoch  16 | batch   1000 | examples/s:  14.5 | loss: 0.06927 | time elapsed: 12h56m02s | time left: 02h56m05s
epoch  16 | batch   1100 | examples/s:  14.5 | loss: 0.06934 | time elapsed: 12h57m25s | time left: 02h54m38s
epoch  16 | batch   1200 | examples/s:  14.5 | loss: 0.06928 | time elapsed: 12h58m47s | time left: 02h53m11s
epoch  16 | batch   1300 | examples/s:  14.5 | loss: 0.06926 | time elapsed: 13h00m10s | time left: 02h51m44s
epoch  16 | batch   1400 | examples/s:  14.6 | loss: 0.06926 | time elapsed: 13h01m32s | time left: 02h50m17s
epoch  16 | batch   1500 | examples/s:  14.6 | loss: 0.06920 | time elapsed: 13h02m55s | time left: 02h48m50s
epoch  16 | batch   1600 | examples/s:  14.6 | loss: 0.06916 | time elapsed: 13h04m17s | time left: 02h47m23s
epoch  16 | batch   1700 | examples/s:  14.5 | loss: 0.06916 | time elapsed: 13h05m40s | time left: 02h45m57s
epoch  16 | batch   1800 | examples/s:  14.5 | loss: 0.06914 | time elapsed: 13h07m02s | time left: 02h44m30s
epoch  16 | batch   1900 | examples/s:  14.5 | loss: 0.06911 | time elapsed: 13h08m25s | time left: 02h43m03s
epoch  16 | batch   2000 | examples/s:  14.4 | loss: 0.06908 | time elapsed: 13h09m48s | time left: 02h41m37s
epoch  16 | batch   2100 | examples/s:  14.5 | loss: 0.06911 | time elapsed: 13h11m11s | time left: 02h40m10s
epoch  16 | batch   2200 | examples/s:  14.5 | loss: 0.06913 | time elapsed: 13h12m34s | time left: 02h38m43s
epoch  16 | batch   2300 | examples/s:  14.5 | loss: 0.06914 | time elapsed: 13h13m57s | time left: 02h37m17s
epoch  16 | batch   2400 | examples/s:  14.5 | loss: 0.06913 | time elapsed: 13h15m20s | time left: 02h35m50s
epoch  16 | batch   2500 | examples/s:  14.5 | loss: 0.06914 | time elapsed: 13h16m43s | time left: 02h34m23s
epoch  16 | batch   2600 | examples/s:  14.5 | loss: 0.06917 | time elapsed: 13h18m06s | time left: 02h32m57s
epoch  16 | batch   2700 | examples/s:  14.5 | loss: 0.06915 | time elapsed: 13h19m28s | time left: 02h31m30s
epoch  16 | batch   2800 | examples/s:  14.5 | loss: 0.06912 | time elapsed: 13h20m51s | time left: 02h30m03s
epoch  16 | batch   2900 | examples/s:  14.6 | loss: 0.06908 | time elapsed: 13h22m13s | time left: 02h28m37s
epoch  16 | batch   3000 | examples/s:  14.5 | loss: 0.06907 | time elapsed: 13h23m36s | time left: 02h27m10s
epoch  16 | batch   3100 | examples/s:  14.6 | loss: 0.06903 | time elapsed: 13h24m58s | time left: 02h25m43s
epoch  16 | batch   3200 | examples/s:  14.6 | loss: 0.06902 | time elapsed: 13h26m21s | time left: 02h24m17s
epoch  16 | batch   3300 | examples/s:  14.6 | loss: 0.06904 | time elapsed: 13h27m43s | time left: 02h22m50s
Validating
In epoch 16, the validation loss is 0.06975832579495467.
Training
epoch  17 | batch    100 | examples/s:  13.7 | loss: 0.06845 | time elapsed: 13h31m12s | time left: 02h21m28s
epoch  17 | batch    200 | examples/s:  14.6 | loss: 0.06912 | time elapsed: 13h32m34s | time left: 02h20m02s
epoch  17 | batch    300 | examples/s:  14.6 | loss: 0.06909 | time elapsed: 13h33m57s | time left: 02h18m35s
epoch  17 | batch    400 | examples/s:  14.6 | loss: 0.06925 | time elapsed: 13h35m19s | time left: 02h17m08s
epoch  17 | batch    500 | examples/s:  14.6 | loss: 0.06924 | time elapsed: 13h36m41s | time left: 02h15m41s
epoch  17 | batch    600 | examples/s:  14.6 | loss: 0.06924 | time elapsed: 13h38m03s | time left: 02h14m14s
epoch  17 | batch    700 | examples/s:  14.6 | loss: 0.06912 | time elapsed: 13h39m26s | time left: 02h12m48s
epoch  17 | batch    800 | examples/s:  14.6 | loss: 0.06911 | time elapsed: 13h40m48s | time left: 02h11m21s
epoch  17 | batch    900 | examples/s:  14.6 | loss: 0.06902 | time elapsed: 13h42m11s | time left: 02h09m54s
epoch  17 | batch   1000 | examples/s:  14.6 | loss: 0.06888 | time elapsed: 13h43m33s | time left: 02h08m28s
epoch  17 | batch   1100 | examples/s:  14.6 | loss: 0.06893 | time elapsed: 13h44m56s | time left: 02h07m01s
epoch  17 | batch   1200 | examples/s:  14.6 | loss: 0.06890 | time elapsed: 13h46m18s | time left: 02h05m34s
epoch  17 | batch   1300 | examples/s:  14.6 | loss: 0.06891 | time elapsed: 13h47m40s | time left: 02h04m08s
epoch  17 | batch   1400 | examples/s:  14.6 | loss: 0.06887 | time elapsed: 13h49m03s | time left: 02h02m41s
epoch  17 | batch   1500 | examples/s:  14.5 | loss: 0.06884 | time elapsed: 13h50m25s | time left: 02h01m14s
epoch  17 | batch   1600 | examples/s:  14.5 | loss: 0.06878 | time elapsed: 13h51m48s | time left: 01h59m48s
epoch  17 | batch   1700 | examples/s:  14.5 | loss: 0.06887 | time elapsed: 13h53m10s | time left: 01h58m21s
epoch  17 | batch   1800 | examples/s:  14.5 | loss: 0.06889 | time elapsed: 13h54m33s | time left: 01h56m55s
epoch  17 | batch   1900 | examples/s:  14.6 | loss: 0.06889 | time elapsed: 13h55m55s | time left: 01h55m28s
epoch  17 | batch   2000 | examples/s:  14.6 | loss: 0.06892 | time elapsed: 13h57m17s | time left: 01h54m02s
epoch  17 | batch   2100 | examples/s:  14.6 | loss: 0.06885 | time elapsed: 13h58m39s | time left: 01h52m35s
epoch  17 | batch   2200 | examples/s:  14.6 | loss: 0.06882 | time elapsed: 14h00m02s | time left: 01h51m08s
epoch  17 | batch   2300 | examples/s:  14.6 | loss: 0.06882 | time elapsed: 14h01m24s | time left: 01h49m42s
epoch  17 | batch   2400 | examples/s:  14.6 | loss: 0.06879 | time elapsed: 14h02m46s | time left: 01h48m15s
epoch  17 | batch   2500 | examples/s:  14.6 | loss: 0.06880 | time elapsed: 14h04m08s | time left: 01h46m49s
epoch  17 | batch   2600 | examples/s:  14.6 | loss: 0.06875 | time elapsed: 14h05m30s | time left: 01h45m22s
epoch  17 | batch   2700 | examples/s:  14.6 | loss: 0.06875 | time elapsed: 14h06m52s | time left: 01h43m56s
epoch  17 | batch   2800 | examples/s:  14.6 | loss: 0.06877 | time elapsed: 14h08m15s | time left: 01h42m29s
epoch  17 | batch   2900 | examples/s:  14.6 | loss: 0.06877 | time elapsed: 14h09m37s | time left: 01h41m03s
epoch  17 | batch   3000 | examples/s:  14.6 | loss: 0.06874 | time elapsed: 14h10m59s | time left: 01h39m37s
epoch  17 | batch   3100 | examples/s:  14.6 | loss: 0.06874 | time elapsed: 14h12m21s | time left: 01h38m10s
epoch  17 | batch   3200 | examples/s:  14.5 | loss: 0.06875 | time elapsed: 14h13m44s | time left: 01h36m44s
epoch  17 | batch   3300 | examples/s:  14.5 | loss: 0.06874 | time elapsed: 14h15m06s | time left: 01h35m17s
Validating
In epoch 17, the validation loss is 0.06959167857775869.
Training
epoch  18 | batch    100 | examples/s:  13.6 | loss: 0.06762 | time elapsed: 14h18m36s | time left: 01h33m49s
epoch  18 | batch    200 | examples/s:  14.5 | loss: 0.06813 | time elapsed: 14h19m59s | time left: 01h32m22s
epoch  18 | batch    300 | examples/s:  14.5 | loss: 0.06828 | time elapsed: 14h21m21s | time left: 01h30m56s
epoch  18 | batch    400 | examples/s:  14.6 | loss: 0.06835 | time elapsed: 14h22m44s | time left: 01h29m29s
epoch  18 | batch    500 | examples/s:  14.6 | loss: 0.06844 | time elapsed: 14h24m06s | time left: 01h28m03s
epoch  18 | batch    600 | examples/s:  14.6 | loss: 0.06854 | time elapsed: 14h25m28s | time left: 01h26m36s
epoch  18 | batch    700 | examples/s:  14.6 | loss: 0.06854 | time elapsed: 14h26m51s | time left: 01h25m10s
epoch  18 | batch    800 | examples/s:  14.5 | loss: 0.06848 | time elapsed: 14h28m13s | time left: 01h23m43s
epoch  18 | batch    900 | examples/s:  14.5 | loss: 0.06842 | time elapsed: 14h29m36s | time left: 01h22m17s
epoch  18 | batch   1000 | examples/s:  14.5 | loss: 0.06843 | time elapsed: 14h30m58s | time left: 01h20m50s
epoch  18 | batch   1100 | examples/s:  14.5 | loss: 0.06840 | time elapsed: 14h32m21s | time left: 01h19m24s
epoch  18 | batch   1200 | examples/s:  14.5 | loss: 0.06847 | time elapsed: 14h33m44s | time left: 01h17m58s
epoch  18 | batch   1300 | examples/s:  14.5 | loss: 0.06850 | time elapsed: 14h35m06s | time left: 01h16m31s
epoch  18 | batch   1400 | examples/s:  14.5 | loss: 0.06841 | time elapsed: 14h36m29s | time left: 01h15m05s
epoch  18 | batch   1500 | examples/s:  14.5 | loss: 0.06842 | time elapsed: 14h37m52s | time left: 01h13m39s
epoch  18 | batch   1600 | examples/s:  14.5 | loss: 0.06850 | time elapsed: 14h39m15s | time left: 01h12m12s
epoch  18 | batch   1700 | examples/s:  14.4 | loss: 0.06849 | time elapsed: 14h40m38s | time left: 01h10m46s
epoch  18 | batch   1800 | examples/s:  14.5 | loss: 0.06849 | time elapsed: 14h42m00s | time left: 01h09m20s
epoch  18 | batch   1900 | examples/s:  14.5 | loss: 0.06846 | time elapsed: 14h43m23s | time left: 01h07m53s
epoch  18 | batch   2000 | examples/s:  14.5 | loss: 0.06844 | time elapsed: 14h44m46s | time left: 01h06m27s
epoch  18 | batch   2100 | examples/s:  14.5 | loss: 0.06841 | time elapsed: 14h46m09s | time left: 01h05m01s
epoch  18 | batch   2200 | examples/s:  14.5 | loss: 0.06848 | time elapsed: 14h47m31s | time left: 01h03m35s
epoch  18 | batch   2300 | examples/s:  14.5 | loss: 0.06852 | time elapsed: 14h48m54s | time left: 01h02m08s
epoch  18 | batch   2400 | examples/s:  14.5 | loss: 0.06848 | time elapsed: 14h50m17s | time left: 01h00m42s
epoch  18 | batch   2500 | examples/s:  14.5 | loss: 0.06845 | time elapsed: 14h51m39s | time left: 00h59m16s
epoch  18 | batch   2600 | examples/s:  14.5 | loss: 0.06848 | time elapsed: 14h53m02s | time left: 00h57m50s
epoch  18 | batch   2700 | examples/s:  14.5 | loss: 0.06850 | time elapsed: 14h54m25s | time left: 00h56m23s
epoch  18 | batch   2800 | examples/s:  14.5 | loss: 0.06848 | time elapsed: 14h55m47s | time left: 00h54m57s
epoch  18 | batch   2900 | examples/s:  14.5 | loss: 0.06850 | time elapsed: 14h57m10s | time left: 00h53m31s
epoch  18 | batch   3000 | examples/s:  14.5 | loss: 0.06850 | time elapsed: 14h58m33s | time left: 00h52m05s
epoch  18 | batch   3100 | examples/s:  14.5 | loss: 0.06850 | time elapsed: 14h59m56s | time left: 00h50m39s
epoch  18 | batch   3200 | examples/s:  14.5 | loss: 0.06849 | time elapsed: 15h01m19s | time left: 00h49m13s
epoch  18 | batch   3300 | examples/s:  14.5 | loss: 0.06852 | time elapsed: 15h02m41s | time left: 00h47m46s
Validating
In epoch 18, the validation loss is 0.06942773971747121.
Training
epoch  19 | batch    100 | examples/s:  13.6 | loss: 0.06837 | time elapsed: 15h06m12s | time left: 00h46m11s
epoch  19 | batch    200 | examples/s:  14.6 | loss: 0.06807 | time elapsed: 15h07m34s | time left: 00h44m45s
epoch  19 | batch    300 | examples/s:  14.6 | loss: 0.06807 | time elapsed: 15h08m56s | time left: 00h43m19s
epoch  19 | batch    400 | examples/s:  14.5 | loss: 0.06814 | time elapsed: 15h10m19s | time left: 00h41m52s
epoch  19 | batch    500 | examples/s:  14.5 | loss: 0.06829 | time elapsed: 15h11m41s | time left: 00h40m26s
epoch  19 | batch    600 | examples/s:  14.5 | loss: 0.06838 | time elapsed: 15h13m04s | time left: 00h39m00s
epoch  19 | batch    700 | examples/s:  14.5 | loss: 0.06834 | time elapsed: 15h14m26s | time left: 00h37m34s
epoch  19 | batch    800 | examples/s:  14.5 | loss: 0.06825 | time elapsed: 15h15m49s | time left: 00h36m07s
epoch  19 | batch    900 | examples/s:  14.5 | loss: 0.06820 | time elapsed: 15h17m12s | time left: 00h34m41s
epoch  19 | batch   1000 | examples/s:  14.5 | loss: 0.06814 | time elapsed: 15h18m35s | time left: 00h33m15s
epoch  19 | batch   1100 | examples/s:  14.5 | loss: 0.06806 | time elapsed: 15h19m57s | time left: 00h31m49s
epoch  19 | batch   1200 | examples/s:  14.5 | loss: 0.06813 | time elapsed: 15h21m20s | time left: 00h30m23s
epoch  19 | batch   1300 | examples/s:  14.5 | loss: 0.06815 | time elapsed: 15h22m42s | time left: 00h28m56s
epoch  19 | batch   1400 | examples/s:  14.5 | loss: 0.06823 | time elapsed: 15h24m05s | time left: 00h27m30s
epoch  19 | batch   1500 | examples/s:  14.5 | loss: 0.06826 | time elapsed: 15h25m28s | time left: 00h26m04s
epoch  19 | batch   1600 | examples/s:  14.5 | loss: 0.06827 | time elapsed: 15h26m51s | time left: 00h24m38s
epoch  19 | batch   1700 | examples/s:  14.5 | loss: 0.06832 | time elapsed: 15h28m14s | time left: 00h23m12s
epoch  19 | batch   1800 | examples/s:  14.5 | loss: 0.06831 | time elapsed: 15h29m37s | time left: 00h21m46s
epoch  19 | batch   1900 | examples/s:  14.5 | loss: 0.06828 | time elapsed: 15h31m00s | time left: 00h20m20s
